"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
2;"J59";"J 59";"Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik";"Filmherstellung/-verleih; Kinos"
3;"J591";"J 59.1";"Herstellung von Filmen und Fernsehprogrammen, deren Verleih und Vertrieb, Kinos";"Filmherstellung/-verleih, Kinos"
4;"J5911";"J 59.11";"Herstellung von Filmen, Videofilmen und Fernsehprogrammen";"H.v. Filmen und Fernsehprogrammen"
5;"J59110";"J 59.11-0";"Herstellung von Filmen, Videofilmen und Fernsehprogrammen";"H.v. Filmen und Fernsehprogrammen"
4;"J5912";"J 59.12";"Nachbearbeitung und sonstige Filmtechnik";"Nachbearbeitung und sonst. Filmtechnik"
5;"J59120";"J 59.12-0";"Nachbearbeitung und sonstige Filmtechnik";"Nachbearbeitung und sonst. Filmtechnik"
4;"J5913";"J 59.13";"Filmverleih und -vertrieb (ohne Videotheken)";"Filmverleih und -vertrieb"
5;"J59130";"J 59.13-0";"Filmverleih und -vertrieb (ohne Videotheken)";"Filmverleih und -vertrieb"
4;"J5914";"J 59.14";"Kinos";"Kinos"
5;"J59140";"J 59.14-0";"Kinos";"Kinos"
3;"J592";"J 59.2";"Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien";"Tonstudios und Musikverlage"
4;"J5920";"J 59.20";"Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien";"Tonstudios und Musikverlage"
5;"J59200";"J 59.20-0";"Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien";"Tonstudios und Musikverlage"
2;"J60";"J 60";"Rundfunkveranstalter";"Rundfunkveranstalter"
3;"J601";"J 60.1";"Hörfunkveranstalter";"Hörfunkveranstalter"
4;"J6010";"J 60.10";"Hörfunkveranstalter";"Hörfunkveranstalter"
5;"J60100";"J 60.10-0";"Hörfunkveranstalter";"Hörfunkveranstalter"
3;"J602";"J 60.2";"Fernsehveranstalter";"Fernsehveranstalter"
4;"J6020";"J 60.20";"Fernsehveranstalter";"Fernsehveranstalter"
5;"J60200";"J 60.20-0";"Fernsehveranstalter";"Fernsehveranstalter"
2;"J61";"J 61";"Telekommunikation";"Telekommunikation"
3;"J611";"J 61.1";"Leitungsgebundene Telekommunikation";"Leitungsgebundene Telekommunikation"
4;"J6110";"J 61.10";"Leitungsgebundene Telekommunikation";"Leitungsgebundene Telekommunikation"
5;"J61100";"J 61.10-0";"Leitungsgebundene Telekommunikation";"Leitungsgebundene Telekommunikation"
3;"J612";"J 61.2";"Drahtlose Telekommunikation";"Drahtlose Telekommunikation"
4;"J6120";"J 61.20";"Drahtlose Telekommunikation";"Drahtlose Telekommunikation"
5;"J61200";"J 61.20-0";"Drahtlose Telekommunikation";"Drahtlose Telekommunikation"
3;"J613";"J 61.3";"Satellitentelekommunikation";"Satellitentelekommunikation"
4;"J6130";"J 61.30";"Satellitentelekommunikation";"Satellitentelekommunikation"
5;"J61300";"J 61.30-0";"Satellitentelekommunikation";"Satellitentelekommunikation"
3;"J619";"J 61.9";"Sonstige Telekommunikation";"Sonst. Telekommunikation"
4;"J6190";"J 61.90";"Sonstige Telekommunikation";"Sonst. Telekommunikation"
5;"J61900";"J 61.90-0";"Sonstige Telekommunikation";"Sonst. Telekommunikation"
2;"J62";"J 62";"Erbringung von Dienstleistungen der Informationstechnologie";"IT-Dienstleistungen"
3;"J620";"J 62.0";"Erbringung von Dienstleistungen der Informationstechnologie";"IT-Dienstleistungen"
4;"J6201";"J 62.01";"Programmierungstätigkeiten";"Programmierungstätigkeiten"
5;"J62010";"J 62.01-0";"Programmierungstätigkeiten";"Programmierungstätigkeiten"
4;"J6202";"J 62.02";"Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie";"Erbringung v. IT-Beratungsleistungen"
5;"J62020";"J 62.02-0";"Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie";"Erbringung v. IT-Beratungsleistungen"
4;"J6203";"J 62.03";"Betrieb von Datenverarbeitungseinrichtungen für Dritte";"Betrieb v. Datenverarbeitungsanlagen"
5;"J62030";"J 62.03-0";"Betrieb von Datenverarbeitungseinrichtungen für Dritte";"Betrieb v. Datenverarbeitungseinricht."
4;"J6209";"J 62.09";"Erbringung von sonstigen Dienstleistungen der Informationstechnologie";"Sonst. IT-Dienstleistungen"
5;"J62090";"J 62.09-0";"Erbringung von sonstigen Dienstleistungen der Informationstechnologie";"Sonst. IT-Dienstleistungen"
2;"J63";"J 63";"Informationsdienstleistungen";"Informationsdienstleistungen"
3;"J631";"J 63.1";"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten; Webportale";"Datenverarbeitung und Hosting"
4;"J6311";"J 63.11";"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten";"Datenverarbeitung und Hosting"
5;"J63110";"J 63.11-0";"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten";"Datenverarbeitung und Hosting"
4;"J6312";"J 63.12";"Webportale";"Webportale"
5;"J63120";"J 63.12-0";"Webportale";"Webportale"
3;"J639";"J 63.9";"Erbringung von sonstigen Informationsdienstleistungen";"Sonst. Informationsdienstleistungen"
4;"J6391";"J 63.91";"Korrespondenz- und Nachrichtenbüros";"Korrespondenz- und Nachrichtenbüros"
5;"J63910";"J 63.91-0";"Korrespondenz- und Nachrichtenbüros";"Korrespondenz- und Nachrichtenbüros"
4;"J6399";"J 63.99";"Erbringung von sonstigen Informationsdienstleistungen a.n.g.";"Informationsdienstleistungen a.n.g."
5;"J63990";"J 63.99-0";"Erbringung von sonstigen Informationsdienstleistungen a.n.g.";"Informationsdienstleistungen a.n.g."
1;"K";"K";"ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN";"Finanz- und Versicherungsleistungen"
2;"K64";"K 64";"Erbringung von Finanzdienstleistungen";"Finanzdienstleistungen"
3;"K641";"K 64.1";"Zentralbanken und Kreditinstitute";"Zentralbanken und Kreditinstitute"
4;"K6411";"K 64.11";"Zentralbanken";"Zentralbanken"
5;"K64110";"K 64.11-0";"Zentralbanken";"Zentralbanken"
4;"K6419";"K 64.19";"Kreditinstitute (ohne Spezialkreditinstitute)";"Kreditinstitute"
5;"K64190";"K 64.19-0";"Kreditinstitute (ohne Spezialkreditinstitute)";"Kreditinstitute"
3;"K642";"K 64.2";"Beteiligungsgesellschaften";"Beteiligungsgesellschaften"
4;"K6420";"K 64.20";"Beteiligungsgesellschaften";"Beteiligungsgesellschaften"
5;"K64200";"K 64.20-0";"Beteiligungsgesellschaften";"Beteiligungsgesellschaften"
3;"K643";"K 64.3";"Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen";"Treuhand- und sonst. Fonds"
4;"K6430";"K 64.30";"Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen";"Treuhand- und sonst. Fonds"
5;"K64301";"K 64.30-1";"Investment- und Immobilienfonds";"Investment- und Immobilienfonds"
5;"K64309";"K 64.30-9";"Treuhand- und sonstige Fonds a.n.g. und ähnliche Finanzinstitutionen";"Treuhand- und sonst. Fonds a.n.g."
3;"K649";"K 64.9";"Sonstige Finanzierungsinstitutionen";"Sonst. Finanzierungsinstitutionen"
4;"K6491";"K 64.91";"Institutionen für Finanzierungsleasing";"Finanzierungsleasing"
5;"K64910";"K 64.91-0";"Institutionen für Finanzierungsleasing";"Finanzierungsleasing"
4;"K6492";"K 64.92";"Spezialkreditinstitute";"Spezialkreditinstitute"
5;"K64920";"K 64.92-0";"Spezialkreditinstitute";"Spezialkreditinstitute"
4;"K6499";"K 64.99";"Sonstige Finanzdienstleistungen a.n.g.";"Sonst. Finanzdienstleistungen a.n.g."
5;"K64990";"K 64.99-0";"Sonstige Finanzdienstleistungen a.n.g.";"Sonst. Finanzdienstleistungen a.n.g."
2;"K65";"K 65";"Versicherungen, Rückversicherungen und Pensionskassen (ohne Sozialversicherung)";"Versicherungen und Pensionskassen"
3;"K651";"K 65.1";"Versicherungen";"Versicherungen"
4;"K6511";"K 65.11";"Lebensversicherung";"Lebensversicherung"
5;"K65110";"K 65.11-0";"Lebensversicherung";"Lebensversicherung"
4;"K6512";"K 65.12";"Nichtlebensversicherungen";"Nichtlebensversicherungen"
5;"K65120";"K 65.12-0";"Nichtlebensversicherungen";"Nichtlebensversicherungen"
3;"K652";"K 65.2";"Rückversicherungen";"Rückversicherungen"
4;"K6520";"K 65.20";"Rückversicherungen";"Rückversicherungen"
5;"K65200";"K 65.20-0";"Rückversicherungen";"Rückversicherungen"
3;"K653";"K 65.3";"Pensionskassen und Pensionsfonds";"Pensionskassen und Pensionsfonds"
4;"K6530";"K 65.30";"Pensionskassen und Pensionsfonds";"Pensionskassen und Pensionsfonds"
5;"K65300";"K 65.30-0";"Pensionskassen und Pensionsfonds";"Pensionskassen und Pensionsfonds"
2;"K66";"K 66";"Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten";"Sonst. Finanz-/Versicherungsleistungen"
3;"K661";"K 66.1";"Mit Finanzdienstleistungen verbundene Tätigkeiten";"Sonst. Finanzdienstleistungen"
4;"K6611";"K 66.11";"Effekten- und Warenbörsen";"Effekten- und Warenbörsen"
5;"K66110";"K 66.11-0";"Effekten- und Warenbörsen";"Effekten- und Warenbörsen"
4;"K6612";"K 66.12";"Effekten- und Warenhandel";"Effekten- und Warenhandel"
5;"K66120";"K 66.12-0";"Effekten- und Warenhandel";"Effekten- und Warenhandel"
4;"K6619";"K 66.19";"Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten";"Sonst. Finanzdienstleistungen"
5;"K66190";"K 66.19-0";"Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten";"Sonst. Finanzdienstleistungen"
3;"K662";"K 66.2";"Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten";"Sonst. Versicherungsdienstleistungen"
4;"K6621";"K 66.21";"Risiko- und Schadensbewertung";"Risiko- und Schadensbewertung"
5;"K66210";"K 66.21-0";"Risiko- und Schadensbewertung";"Risiko- und Schadensbewertung"
4;"K6622";"K 66.22";"Tätigkeit von Versicherungsmaklerinnen und Versicherungsmaklern";"Versicherungsvermittlung"
5;"K66220";"K 66.22-0";"Tätigkeit von Versicherungsmaklerinnen und Versicherungsmaklern";"Versicherungsvermittlung"
4;"K6629";"K 66.29";"Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten";"Sonst. Versicherungsdienstleistungen"
5;"K66290";"K 66.29-0";"Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten";"Sonst. Versicherungsdienstleistungen"
3;"K663";"K 66.3";"Fondsmanagement";"Fondsmanagement"
4;"K6630";"K 66.30";"Fondsmanagement";"Fondsmanagement"
5;"K66300";"K 66.30-0";"Fondsmanagement";"Fondsmanagement"
1;"L";"L";"GRUNDSTÜCKS- UND WOHNUNGSWESEN";"Grundstücks- und Wohnungswesen"
2;"L68";"L 68";"Grundstücks- und Wohnungswesen";"Grundstücks- und Wohnungswesen"
3;"L681";"L 68.1";"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen";"Kauf und Verkauf v. Realitäten"
4;"L6810";"L 68.10";"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen";"Kauf und Verkauf v. Realitäten"
5;"L68100";"L 68.10-0";"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen";"Kauf und Verkauf v. Realitäten"
3;"L682";"L 68.2";"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen";"Vermietung v. Realitäten"
4;"L6820";"L 68.20";"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen";"Vermietung v. Realitäten"
5;"L68201";"L 68.20-1";"Leasing von Grundstücken, Gebäuden und Wohnungen";"Leasing v. Realitäten"
5;"L68209";"L 68.20-9";"Sonstige Vermietung und Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen";"Vermietung v. Realitäten"
3;"L683";"L 68.3";"Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte";"Vermittlung/Verwaltung v. Realitäten"
4;"L6831";"L 68.31";"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte";"Vermittlung v. Realitäten"
5;"L68310";"L 68.31-0";"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte";"Vermittlung v. Realitäten"
4;"L6832";"L 68.32";"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte";"Verwaltung v. Realitäten"
5;"L68320";"L 68.32-0";"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte";"Verwaltung v. Realitäten"
1;"M";"M";"ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN";"Freiberufliche/techn. Dienstleistungen"
2;"M69";"M 69";"Rechts- und Steuerberatung, Wirtschaftsprüfung";"Rechtsberatung und Wirtschaftsprüfung"
3;"M691";"M 69.1";"Rechtsberatung";"Rechtsberatung"
4;"M6910";"M 69.10";"Rechtsberatung";"Rechtsberatung"
5;"M69100";"M 69.10-0";"Rechtsberatung";"Rechtsberatung"
3;"M692";"M 69.2";"Wirtschaftsprüfung und Steuerberatung; Buchführung";"Wirtschaftsprüfung und Steuerberatung"
4;"M6920";"M 69.20";"Wirtschaftsprüfung und Steuerberatung; Buchführung";"Wirtschaftsprüfung und Steuerberatung"
5;"M69200";"M 69.20-0";"Wirtschaftsprüfung und Steuerberatung; Buchführung";"Wirtschaftsprüfung und Steuerberatung"
2;"M70";"M 70";"Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung";"Unternehmensführung, -beratung"
3;"M701";"M 70.1";"Verwaltung und Führung von Unternehmen und Betrieben";"Führung v. Unternehmen"
4;"M7010";"M 70.10";"Verwaltung und Führung von Unternehmen und Betrieben";"Führung v. Unternehmen"
5;"M70100";"M 70.10-0";"Verwaltung und Führung von Unternehmen und Betrieben";"Führung v. Unternehmen"
3;"M702";"M 70.2";"Public-Relations- und Unternehmensberatung";"Unternehmensberatung"
4;"M7021";"M 70.21";"Public-Relations-Beratung";"Public-Relations-Beratung"
5;"M70210";"M 70.21-0";"Public-Relations-Beratung";"Public-Relations-Beratung"
4;"M7022";"M 70.22";"Unternehmensberatung";"Unternehmensberatung"
5;"M70220";"M 70.22-0";"Unternehmensberatung";"Unternehmensberatung"
2;"M71";"M 71";"Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung";"Architektur- und Ingenieurbüros"
3;"M711";"M 71.1";"Architektur- und Ingenieurbüros";"Architektur- und Ingenieurbüros"
4;"M7111";"M 71.11";"Architekturbüros";"Architekturbüros"
5;"M71110";"M 71.11-0";"Architekturbüros";"Architekturbüros"
4;"M7112";"M 71.12";"Ingenieurbüros";"Ingenieurbüros"
5;"M71120";"M 71.12-0";"Ingenieurbüros";"Ingenieurbüros"
3;"M712";"M 71.2";"Technische, physikalische und chemische Untersuchung";"Techn./physikal./chem. Untersuchung"
4;"M7120";"M 71.20";"Technische, physikalische und chemische Untersuchung";"Techn./physikal./chem. Untersuchung"
5;"M71200";"M 71.20-0";"Technische, physikalische und chemische Untersuchung";"Techn./physikal./chem. Untersuchung"
2;"M72";"M 72";"Forschung und Entwicklung";"Forschung und Entwicklung"
3;"M721";"M 72.1";"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin";"F&E - Naturwissenschaften und Medizin"
4;"M7211";"M 72.11";"Forschung und Entwicklung im Bereich Biotechnologie";"F&E - Biotechnologie"
5;"M72110";"M 72.11-0";"Forschung und Entwicklung im Bereich Biotechnologie";"F&E - Biotechnologie"
4;"M7219";"M 72.19";"Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin";"F&E - Naturwissenschaften und Medizin"
5;"M72190";"M 72.19-0";"Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin";"F&E - Naturwissenschaften und Medizin"
3;"M722";"M 72.2";"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften";"F&E - Rechts- und Sozialwissenschaften"
4;"M7220";"M 72.20";"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften";"F&E - Rechts- und Sozialwissenschaften"
5;"M72200";"M 72.20-0";"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften";"F&E - Rechts- und Sozialwissenschaften"
2;"M73";"M 73";"Werbung und Marktforschung";"Werbung und Marktforschung"
3;"M731";"M 73.1";"Werbung";"Werbung"
4;"M7311";"M 73.11";"Werbeagenturen";"Werbeagenturen"
5;"M73111";"M 73.11-1";"Werbegestaltung";"Werbegestaltung"
5;"M73112";"M 73.11-2";"Werbemittelverbreitung";"Werbemittelverbreitung"
4;"M7312";"M 73.12";"Vermarktung und Vermittlung von Werbezeiten und Werbeflächen";"Vermittlung v. Werbezeiten/-flächen"
5;"M73120";"M 73.12-0";"Vermarktung und Vermittlung von Werbezeiten und Werbeflächen";"Vermittlung v. Werbezeiten/-flächen"
3;"M732";"M 73.2";"Markt- und Meinungsforschung";"Markt- und Meinungsforschung"
4;"M7320";"M 73.20";"Markt- und Meinungsforschung";"Markt- und Meinungsforschung"
5;"M73200";"M 73.20-0";"Markt- und Meinungsforschung";"Markt- und Meinungsforschung"
2;"M74";"M 74";"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten";"Sonst. freiberufl./techn. Tätigkeiten"
3;"M741";"M 74.1";"Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design";"Ateliers für Design"
4;"M7410";"M 74.10";"Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design";"Ateliers für Design"
5;"M74100";"M 74.10-0";"Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design";"Ateliers für Design"
3;"M742";"M 74.2";"Fotografie und Fotolabors";"Fotografie und Fotolabors"
4;"M7420";"M 74.20";"Fotografie und Fotolabors";"Fotografie und Fotolabors"
5;"M74200";"M 74.20-0";"Fotografie und Fotolabors";"Fotografie und Fotolabors"
3;"M743";"M 74.3";"Übersetzen und Dolmetschen";"Übersetzen und Dolmetschen"
4;"M7430";"M 74.30";"Übersetzen und Dolmetschen";"Übersetzen und Dolmetschen"
5;"M74300";"M 74.30-0";"Übersetzen und Dolmetschen";"Übersetzen und Dolmetschen"
3;"M749";"M 74.9";"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.";"Sonst. freiberufliche Tätigkeiten"
4;"M7490";"M 74.90";"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.";"Sonst. freiberufliche Tätigkeiten"
5;"M74900";"M 74.90-0";"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.";"Sonst. freiberufliche Tätigkeiten"
2;"M75";"M 75";"Veterinärwesen";"Veterinärwesen"
3;"M750";"M 75.0";"Veterinärwesen";"Veterinärwesen"
4;"M7500";"M 75.00";"Veterinärwesen";"Veterinärwesen"
5;"M75000";"M 75.00-0";"Veterinärwesen";"Veterinärwesen"
1;"N";"N";"ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN";"Sonst. wirtschaftl. Dienstleistungen"
2;"N77";"N 77";"Vermietung von beweglichen Sachen";"Vermietung v. beweglichen Sachen"
3;"N771";"N 77.1";"Vermietung von Kraftwagen";"Vermietung v. Kraftwagen"
4;"N7711";"N 77.11";"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger";"Vermietung v. Kraftwagen  <=3,5t"
5;"N77111";"N 77.11-1";"Leasing von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger";"Leasing v. Kraftwagen  <=3,5t"
5;"N77112";"N 77.11-2";"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger";"Vermietung v. Kraftwagen  <=3,5t"
4;"N7712";"N 77.12";"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t";"Vermietung v. Kraftwagen > 3,5t"
5;"N77120";"N 77.12-0";"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t";"Vermietung v. Kraftwagen  > 3,5t"
3;"N772";"N 77.2";"Vermietung von Gebrauchsgütern";"Vermietung v. Gebrauchsgütern"
4;"N7721";"N 77.21";"Vermietung von Sport- und Freizeitgeräten";"Vermietung v. Sportgeräten"
5;"N77210";"N 77.21-0";"Vermietung von Sport- und Freizeitgeräten";"Vermietung v. Sportgeräten"
4;"N7722";"N 77.22";"Videotheken";"Videotheken"
5;"N77220";"N 77.22-0";"Videotheken";"Videotheken"
4;"N7729";"N 77.29";"Vermietung von sonstigen Gebrauchsgütern";"Vermietung v. sonst. Gebrauchsgütern"
5;"N77290";"N 77.29-0";"Vermietung von sonstigen Gebrauchsgütern";"Vermietung v. sonst. Gebrauchsgütern"
3;"N773";"N 77.3";"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen";"Vermietung v. Maschinen/Geräten"
4;"N7731";"N 77.31";"Vermietung von landwirtschaftlichen Maschinen und Geräten";"Vermietung v. landwirt. Maschinen"
5;"N77310";"N 77.31-0";"Vermietung von landwirtschaftlichen Maschinen und Geräten";"Vermietung v. landwirt. Maschinen"
4;"N7732";"N 77.32";"Vermietung von Baumaschinen und -geräten";"Vermietung v. Baumaschinen"
5;"N77320";"N 77.32-0";"Vermietung von Baumaschinen und -geräten";"Vermietung v. Baumaschinen"
4;"N7733";"N 77.33";"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen";"Vermietung v. Büromaschinen"
5;"N77330";"N 77.33-0";"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen";"Vermietung v. Büromaschinen"
4;"N7734";"N 77.34";"Vermietung von Wasserfahrzeugen";"Vermietung v. Wasserfahrzeugen"
5;"N77340";"N 77.34-0";"Vermietung von Wasserfahrzeugen";"Vermietung v. Wasserfahrzeugen"
4;"N7735";"N 77.35";"Vermietung von Luftfahrzeugen";"Vermietung v. Luftfahrzeugen"
5;"N77350";"N 77.35-0";"Vermietung von Luftfahrzeugen";"Vermietung v. Luftfahrzeugen"
4;"N7739";"N 77.39";"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.";"Vermietung v. sonst. Maschinen"
5;"N77390";"N 77.39-0";"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.";"Vermietung v. sonst. Maschinen"
3;"N774";"N 77.4";"Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)";"Leasing v. immat. Vermögensgegenständen"
4;"N7740";"N 77.40";"Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)";"Leasing v. immateriellen Vermögen"
5;"N77400";"N 77.40-0";"Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)";"Leasing v. immateriellen Vermögen"
2;"N78";"N 78";"Vermittlung und Überlassung von Arbeitskräften";"Arbeitskräfteüberlassung"
3;"N781";"N 78.1";"Vermittlung von Arbeitskräften";"Vermittlung v. Arbeitskräften"
4;"N7810";"N 78.10";"Vermittlung von Arbeitskräften";"Vermittlung v. Arbeitskräften"
5;"N78100";"N 78.10-0";"Vermittlung von Arbeitskräften";"Vermittlung v. Arbeitskräften"
3;"N782";"N 78.2";"Befristete Überlassung von Arbeitskräften";"Arbeitskräfteüberlassung, befristet"
4;"N7820";"N 78.20";"Befristete Überlassung von Arbeitskräften";"Arbeitskräfteüberlassung, befristet"
5;"N78200";"N 78.20-0";"Befristete Überlassung von Arbeitskräften";"Arbeitskräfteüberlassung, befristet"
3;"N783";"N 78.3";"Sonstige Überlassung von Arbeitskräften";"Arbeitskräfteüberlassung, sonst."
4;"N7830";"N 78.30";"Sonstige Überlassung von Arbeitskräften";"Arbeitskräfteüberlassung, sonst."
5;"N78300";"N 78.30-0";"Sonstige Überlassung von Arbeitskräften";"Arbeitskräfteüberlassung, sonst."
2;"N79";"N 79";"Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen";"Reisebüros und Reiseveranstalter"
3;"N791";"N 79.1";"Reisebüros und Reiseveranstalter";"Reisebüros und Reiseveranstalter"
4;"N7911";"N 79.11";"Reisebüros";"Reisebüros"
5;"N79110";"N 79.11-0";"Reisebüros";"Reisebüros"
4;"N7912";"N 79.12";"Reiseveranstalter";"Reiseveranstalter"
5;"N79120";"N 79.12-0";"Reiseveranstalter";"Reiseveranstalter"
3;"N799";"N 79.9";"Erbringung sonstiger Reservierungsdienstleistungen";"Sonst. Reservierungsdienstleistungen"
4;"N7990";"N 79.90";"Erbringung sonstiger Reservierungsdienstleistungen";"Sonst. Reservierungsdienstleistungen"
5;"N79901";"N 79.90-1";"Reise- und Fremdenführer";"Reise- und Fremdenführer"
5;"N79902";"N 79.90-2";"Tourismusbüros";"Tourismusbüros"
5;"N79909";"N 79.90-9";"Erbringung sonstiger Reservierungsdienstleistungen a.n.g.";"Sonst. Reservierungsdienstleistungen"
2;"N80";"N 80";"Wach- und Sicherheitsdienste sowie Detekteien";"Private Wach- und Sicherheitsdienste"
3;"N801";"N 80.1";"Private Wach- und Sicherheitsdienste";"Private Wach- und Sicherheitsdienste"
4;"N8010";"N 80.10";"Private Wach- und Sicherheitsdienste";"Private Wach- und Sicherheitsdienste"
5;"N80100";"N 80.10-0";"Private Wach- und Sicherheitsdienste";"Private Wach- und Sicherheitsdienste"
3;"N802";"N 80.2";"Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen";"Sicherheitsdienste mit Alarmsystemen"
4;"N8020";"N 80.20";"Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen";"Sicherheitsdienste mit Alarmsystemen"
5;"N80200";"N 80.20-0";"Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen";"Sicherheitsdienste mit Alarmsystemen"
3;"N803";"N 80.3";"Detekteien";"Detekteien"
4;"N8030";"N 80.30";"Detekteien";"Detekteien"
5;"N80300";"N 80.30-0";"Detekteien";"Detekteien"
2;"N81";"N 81";"Gebäudebetreuung; Garten- und Landschaftsbau";"Gebäudebetreuung; Gartenbau"
3;"N811";"N 81.1";"Hausmeisterdienste";"Hausmeisterdienste"
4;"N8110";"N 81.10";"Hausmeisterdienste";"Hausmeisterdienste"
5;"N81101";"N 81.10-1";"Hauswartung";"Hauswartung"
5;"N81102";"N 81.10-2";"Facility Management (ohne Hauswartung)";"Facility Management"
3;"N812";"N 81.2";"Reinigung von Gebäuden, Straßen und Verkehrsmitteln";"Reinigung v. Gebäuden und Straßen"
4;"N8121";"N 81.21";"Allgemeine Gebäudereinigung";"Allgemeine Gebäudereinigung"
5;"N81210";"N 81.21-0";"Allgemeine Gebäudereinigung";"Allgemeine Gebäudereinigung"
4;"N8122";"N 81.22";"Spezielle Reinigung von Gebäuden und Reinigung von Maschinen";"Spezielle Reinigung v. Gebäuden"
5;"N81221";"N 81.22-1";"Rauchfangkehrerinnen und -kehrer";"Rauchfangkehrer"
5;"N81229";"N 81.22-9";"Spezielle Reinigung von Gebäuden und Maschinen a.n.g.";"Spezielle Reinigung v. Gebäuden a.n.g."
4;"N8129";"N 81.29";"Reinigung a. n. g.";"Reinigung a.n.g."
5;"N81291";"N 81.29-1";"Schneeräumung";"Schneeräumung"
